UUID,Council Code,Council Name,Data Type,Data Source,Age Band,Finance Type,Comparative totals,Value
8511701,112,Middlesbrough,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,7222
8511702,112,Middlesbrough,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,2681
8512101,112,Middlesbrough,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,1269
8512102,112,Middlesbrough,Mandatory,Bridging Year,-,Income,Other Expenditure,676
8513203,112,Middlesbrough,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,5172
8513303,112,Middlesbrough,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,381
8326110,113,Redcar and Cleveland,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,894
8328110,113,Redcar and Cleveland,Voluntay,Additional Data,-,Income,Income from Better Care Fund,6907
8510101,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,2958
8510102,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,1840
8510201,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,19241
8510202,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,7146
8510301,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,5811
8510302,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,1294
8510401,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,2703
8510402,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,161
8510502,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,1487
8510601,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,1029
8510602,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,205
8510701,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,0
8510702,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,0
8511101,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,3239
8511102,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,1054
8511201,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,8159
8511202,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,824
8511301,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,4259
8511302,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,1607
8511401,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,4225
8511402,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,1644
8511502,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,649
8511601,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,5411
8511602,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,1091
8511701,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,1971
8511702,113,Redcar and Cleveland,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,141
8512101,113,Redcar and Cleveland,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,683
8512102,113,Redcar and Cleveland,Mandatory,Bridging Year,-,Income,Other Expenditure,482
8513203,113,Redcar and Cleveland,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,113,Redcar and Cleveland,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,894
8326110,114,Stockton on Tees,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,705
8328110,114,Stockton on Tees,Voluntay,Additional Data,-,Income,Income from Better Care Fund,9978
8510101,114,Stockton on Tees,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,4061
8510102,114,Stockton on Tees,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,1343
8510201,114,Stockton on Tees,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,24514
8510202,114,Stockton on Tees,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,10339
8510301,114,Stockton on Tees,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,7078
8510302,114,Stockton on Tees,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,1260
8510401,114,Stockton on Tees,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,1812
8510402,114,Stockton on Tees,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,926
8510502,114,Stockton on Tees,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,2211
8510601,114,Stockton on Tees,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,2115
8510602,114,Stockton on Tees,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,8
8510701,114,Stockton on Tees,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,2089
8510702,114,Stockton on Tees,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,2065
8511101,114,Stockton on Tees,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,2920
8511102,114,Stockton on Tees,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,439
8511201,114,Stockton on Tees,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,9407
8511202,114,Stockton on Tees,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,1372
8511301,114,Stockton on Tees,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,4765
8511302,114,Stockton on Tees,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,375
8511401,114,Stockton on Tees,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,4815
8511402,114,Stockton on Tees,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,811
8511502,114,Stockton on Tees,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,919
8511601,114,Stockton on Tees,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,4651
8511602,114,Stockton on Tees,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,423
8511701,114,Stockton on Tees,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,141
8511702,114,Stockton on Tees,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,13
8512101,114,Stockton on Tees,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,778
8512102,114,Stockton on Tees,Mandatory,Bridging Year,-,Income,Other Expenditure,534
8513203,114,Stockton on Tees,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,114,Stockton on Tees,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,705
8326110,116,Durham,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,3119.409
8328110,116,Durham,Voluntay,Additional Data,-,Income,Income from Better Care Fund,
8510101,116,Durham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,13900.6
8510102,116,Durham,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,4227.73
8510201,116,Durham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,71120.01
8510202,116,Durham,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,32619.52
8510301,116,Durham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,20247.59
8510302,116,Durham,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,506.52
8510401,116,Durham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,21481.9
8510402,116,Durham,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,15032.87
8510502,116,Durham,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,9474.86
8510601,116,Durham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,3158.11
8510602,116,Durham,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,272.83
8510701,116,Durham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,3129.38
8510702,116,Durham,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,0
8511101,116,Durham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,8164.09
8511102,116,Durham,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,5166.76
8511201,116,Durham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,16288.16
8511202,116,Durham,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,3464.24
8511301,116,Durham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,4120.52
8511302,116,Durham,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,35.95
8511401,116,Durham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,23072.24
8511402,116,Durham,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,5703.95
8511502,116,Durham,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,4434.99
8511601,116,Durham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,7644.92
8511602,116,Durham,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,1602.05
8511701,116,Durham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,19520.14
8511702,116,Durham,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,1302.79
8512101,116,Durham,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,2733.33
8512102,116,Durham,Mandatory,Bridging Year,-,Income,Other Expenditure,53.93
8513203,116,Durham,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,116,Durham,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,3119
8326110,117,Darlington,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,864
8328110,117,Darlington,Voluntay,Additional Data,-,Income,Income from Better Care Fund,1879
8510101,117,Darlington,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,3891
8510102,117,Darlington,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,990
8510201,117,Darlington,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,12517
8510202,117,Darlington,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,5853
8510301,117,Darlington,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,1781
8510302,117,Darlington,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,129
8510401,117,Darlington,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,2373
8510402,117,Darlington,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,1511
8510502,117,Darlington,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,955
8510601,117,Darlington,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,931
8510602,117,Darlington,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,80
8510701,117,Darlington,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,1891
8510702,117,Darlington,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,14
8511101,117,Darlington,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,1820
8511102,117,Darlington,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,463
8511201,117,Darlington,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,3797
8511202,117,Darlington,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,441
8511301,117,Darlington,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,1339
8511302,117,Darlington,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,146
8511401,117,Darlington,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,776
8511402,117,Darlington,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,389
8511502,117,Darlington,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,622
8511601,117,Darlington,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,4636
8511602,117,Darlington,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,436
8511701,117,Darlington,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,4782
8511702,117,Darlington,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,107
8512101,117,Darlington,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,1289
8512102,117,Darlington,Mandatory,Bridging Year,-,Income,Other Expenditure,421
8513203,117,Darlington,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,1279
8513303,117,Darlington,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,864
8326110,204,Barnsley,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,5982
8328110,204,Barnsley,Voluntay,Additional Data,-,Income,Income from Better Care Fund,8952
8510101,204,Barnsley,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,3745
8510102,204,Barnsley,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,373
8510201,204,Barnsley,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,18145
8510202,204,Barnsley,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,12004
8510301,204,Barnsley,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,5325
8510302,204,Barnsley,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,0
8510401,204,Barnsley,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,3901
8510402,204,Barnsley,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,1948
8510502,204,Barnsley,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,1785
8510601,204,Barnsley,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,3111
8510602,204,Barnsley,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,0
8510701,204,Barnsley,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,1671
8510702,204,Barnsley,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,0
8511101,204,Barnsley,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,2999
8511102,204,Barnsley,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,913
8511201,204,Barnsley,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,6797
8511202,204,Barnsley,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,3457
8511301,204,Barnsley,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,3208
8511302,204,Barnsley,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,0
8511401,204,Barnsley,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,701
8511402,204,Barnsley,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,136
8511502,204,Barnsley,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,1350
8511601,204,Barnsley,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,5745
8511602,204,Barnsley,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,2
8511701,204,Barnsley,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,9893
8511702,204,Barnsley,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,608
8512101,204,Barnsley,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,9661
8512102,204,Barnsley,Mandatory,Bridging Year,-,Income,Other Expenditure,4129
