UUID,LABEL,CASSR_CODE,CASSR_NAME,Time_Period_Desc,Indicator_Desc,Characteristic_Parent,Characteristic_Child,AGE_CATEGORY,Value
92171,2014/2015,206,Rotherham,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,206,Rotherham,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,479319
92202,2015/2016,206,Rotherham,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,206,Rotherham,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,39931
92212,2015/2016,206,Rotherham,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,206,Rotherham,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,454563
92222,2015/2016,206,Rotherham,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,206,Rotherham,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,206,Rotherham,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,206,Rotherham,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,732648
92251,2014/2015,206,Rotherham,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,119034
92261,2014/2015,206,Rotherham,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,419908
92271,2014/2015,206,Rotherham,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,206,Rotherham,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,206,Rotherham,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,206,Rotherham,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,206,Rotherham,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,206,Rotherham,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,206,Rotherham,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
96213,2015/2016,206,Rotherham,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,206,Rotherham,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,207,Sheffield,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,207,Sheffield,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,207,Sheffield,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,207,Sheffield,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,207,Sheffield,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92122,2015/2016,207,Sheffield,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,207,Sheffield,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,207,Sheffield,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,207,Sheffield,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,207,Sheffield,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,207,Sheffield,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,207,Sheffield,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,207,Sheffield,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92202,2015/2016,207,Sheffield,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,207,Sheffield,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92212,2015/2016,207,Sheffield,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,207,Sheffield,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92222,2015/2016,207,Sheffield,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,207,Sheffield,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,207,Sheffield,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,207,Sheffield,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92251,2014/2015,207,Sheffield,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92261,2014/2015,207,Sheffield,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92271,2014/2015,207,Sheffield,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,207,Sheffield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,207,Sheffield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,207,Sheffield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,207,Sheffield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,207,Sheffield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,207,Sheffield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
96213,2015/2016,207,Sheffield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,207,Sheffield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,213,Wakefield,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,213,Wakefield,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,213,Wakefield,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,213,Wakefield,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,213,Wakefield,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,7597
92122,2015/2016,213,Wakefield,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,213,Wakefield,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,213,Wakefield,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,213,Wakefield,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,213,Wakefield,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,213,Wakefield,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,213,Wakefield,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,213,Wakefield,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,376147
92202,2015/2016,213,Wakefield,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,213,Wakefield,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,86805
92212,2015/2016,213,Wakefield,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,213,Wakefield,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,349432
92222,2015/2016,213,Wakefield,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,213,Wakefield,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,213,Wakefield,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,213,Wakefield,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,443852
92251,2014/2015,213,Wakefield,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,100727
92261,2014/2015,213,Wakefield,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,269374
92271,2014/2015,213,Wakefield,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,213,Wakefield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,213,Wakefield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,213,Wakefield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,213,Wakefield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,213,Wakefield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,213,Wakefield,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
