,,,,,,NW,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,EM,EM,EM,EM,EM,EM,EM,EM,EM,E,E,SE,E,E,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,SE,SE,SE,SW,SW,SW,SE,SE,SE,SE,SE,SW,SW,SE,SE,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,NW,NE,YH,WM,EM,E,SE,L,SW,Eng
Long term,Age 18 to 64,Mental health support,Residential and nursing care,Denominator,LA supported only,2654.42,2707,1651.22,3288,1360.5,1208.42,1465,1576,3388,2773,920.19,4427.63,995,1590,1307.43,2192,5960,8470,455,2739.14,7217,2215,4910.14,5169,676,2426.12,2905,1555,1814,3434,7094,1641,3122.1,3276,150,686,1470,2710.86,1355.28,6424,3553.29,1975,5106,1135.29,986.86,12450,2227,3962,1442.7,4739.94,3050.18,13069.71,2133,2380.75,3477,1564.67,2739,3665,5912.86,2459.72,2651,3595,1556,1439.85,4862,223,6899,3701.93,3461,7391.43,66,4594.86,5449.86,8041,15092,1002,2847,1897,1196.43,439.86,397.86,339,1239,2698.38,974,194,7970.86,1879.61,1232,3272,1211.57,1529,799,2016.99,3807,3506,4133,2100,1540,397.57,2740,2102,4591.14,4817,4189,208,1095,3832.44,531,1478,2466,1460,3008,1132,6413,2711,1130,1931.29,1151.14,1056,663,2669,3192,1665.14,794,2049,2759.71,1904.01,8016.5,53,893.43,665,5884.8,3855,2153.29,4595.83,3956.29,5762,1736,8668,1747.86,3566,1699,3947.71,0,1360,5925.31,2220.29,873.58,5757.1,2335.71,2359.65,73409.74,25759.96,49786.83,49693.74,36649.08,45771.03,52021.82,76574.72,39153.78,448820.7
Long term,Age 18 to 64,Mental health support,Residential and nursing care,Unit costs,LA supported only,398.35,362.39,878.14,576.89,-29.13,397.21,1022.53,343.27,449.53,592.86,429.26,393.77,447.24,786.16,484.16,582.12,667.95,414.52,863.03,268.33,859.36,648.31,391.03,574.19,498.52,428.99,836.14,524.12,474.09,422.83,565.27,429.01,485.57,412.09,660,1556.85,518.92,693.88,754.09,436.27,414.55,700.25,696.76,449.08,922.12,703.52,612.93,424.03,550.27,390.9,527.51,562.6,696.97,801.94,845.56,1285.02,411.1,932.06,917.83,468.75,760.09,857.86,176.56,610.48,417.94,3269.06,570.95,537.56,691.42,538.2,1045.45,639.38,473.59,924.88,474.73,1875.25,387.73,821.3,296.72,356.93,754.03,816.92,730.81,899.06,786.45,993.19,927.13,814.85,1439.94,846.88,663.92,310.66,758.45,939.06,475.36,560.67,774.5,640,468.83,807.08,1068.67,800.37,624,675.52,253.52,682.69,393.78,755.61,926.55,728.69,941.61,3153.29,1185.78,874.56,617.2,665.81,629.2,834.57,879.32,954.55,576.17,590.99,796.99,803.54,722.92,890.68,518.56,1344.76,64.87,283.02,645.83,615.39,355.32,529.7,727.73,759.17,658.19,1364.63,706.22,590.79,624.76,448.71,1183.05,617.83,.,977.94,531.11,864.16,748.64,470.72,574.99,662.17,556.72,487.49,581.01,697.94,563.42,712.58,572.37,756.33,735.68,639
Long term,Age 18 to 64,Mental health support,Nursing,Numerator,All,153.05,237,204,1000.5,103.01,204,638,376,566,685,83,771.26,226,431,124,233,853,905,229.21,275,2252,41,685,182.27,3,486,125,87,328,242,883,189,277,492,27,664,0,1334,625,1037.9,1000,497,558.71,76.55,505,1566.62,247,64,117.53,914,556,1253.18,476.8,807.62,360,105.69,580,1633,3192,400,494,1074,72.56,215,418,0,942,879,382,270.9,0,850.51,34,1840,430.6,397,596.5,165,166,0,84,0,68.5,124,264,0,564,0,0,348,19.3,56,16,173.89,0,86.6,164,28,77,216.11,212.16,0,142.42,460,480,0,35.24,115.55,0,63,81,747.74,629.76,61,242.69,108,228,41.23,13.55,730,0,26.76,122,336,192,0,89.08,641.96,311,0,39,25.35,162,0,0,568,475,404,46,0,0,0,461,597,0,179,875,196.09,100,141,0,23.4,11798.36,5093.77,6911.48,11219.85,3776.41,4035.41,3350.54,5813.72,3086.84,55086.38
Long term,Age 18 to 64,Mental health support,Nursing,Denominator,All,323.57,360,312.29,1673,220.43,257.14,807,720,936,1263,125.71,1722.63,268,182,104,351,991,2026,256,795.86,2805,85,991.71,318,5,908.79,199,104,613,434,1453,349,1141,735,26,476,0,1400.43,707.07,1836,2403.43,695,468,196,442.86,2299.4,370,156,230.1,2737.75,1083.24,1622.43,412,565.55,435,114.57,1337,2099,3027.29,530.43,611,1111,104,153.14,1147,0,1703,1585.71,469,311.71,0,831,53,1628,724,420,809,172,232.14,133,114.86,0,60,196.2,208,0,620,0,0,326,27.86,104,18,248.84,0,71,206,47,149,261.14,222,0,171,615,590,0,78,140.86,0,77,52,529,466,98,307,156,275,66.57,25.57,52,0,52,102,260.43,199,0,104,270.68,365.7,0,75,52,490.2,0,0,745.53,499.29,293,52.14,0,0,0,131,602,0,170,1211,220.86,109.29,244.4,0,52.14,19492.61,8665.2,10122.36,13205.65,6100.42,4428.86,3706.6,5517.41,3212.83,74451.94
Long term,Age 18 to 64,Mental health support,Nursing,Unit costs,All,473,658.33,653.24,598.03,467.31,793.34,790.58,522.22,604.7,542.36,660.25,447.72,843.28,2368.13,1192.31,663.82,860.75,446.69,895.35,345.54,802.85,482.35,690.73,573.17,600,534.78,628.14,836.54,535.07,557.6,607.71,541.55,242.77,669.39,1038.46,1394.96,.,952.56,883.93,565.31,416.07,715.11,1193.82,390.57,1140.32,681.32,667.57,410.26,510.77,333.85,513.27,772.41,1157.29,1428.03,827.59,922.52,433.81,777.99,1054.41,754.11,808.51,966.7,697.67,1403.94,364.43,.,553.14,554.33,814.5,869.08,.,1023.48,641.51,1130.22,594.75,945.24,737.34,959.3,715.09,0,731.33,.,1141.62,632,1269.23,.,909.68,.,.,1067.48,692.95,538.46,888.89,698.81,.,1219.78,796.12,595.74,516.78,827.55,955.69,.,832.89,747.97,813.56,.,451.83,820.37,.,818.18,1557.69,1413.5,1351.41,622.45,790.52,692.31,829.09,619.37,529.92,14038.46,.,514.61,1196.08,1290.17,964.82,.,856.53,2371.66,850.42,.,520,487.43,330.48,.,.,761.87,951.35,1378.84,882.24,.,.,.,3519.08,991.69,.,1052.94,722.54,887.86,915,576.92,.,448.79,605.27,587.84,682.79,849.63,619.04,911.16,903.94,1053.7,960.79,739.89
Long term,Age 18 to 64,Mental health support,Residential,Numerator,All,1369.8,1716,1246,1110.4,666.77,477,1327,426,1664,959,374,1184.53,266,1011,549,1252,3139,2909,267.24,814,3980,1755,1865,2922.33,334,837.5,2603,763,612,1210,3476,601,1489,1037,72,544,958.05,816,397,2061.6,473,895,2998.94,433.29,595,9514.46,1118,1659,676.35,1051,1053,7864.64,1488.94,1157.65,2580,2161.97,546,1783,2621,1096,1572,2853,522.88,959,1614,737,3318,1111,2033,3707.2,69,3235.77,4636,5598,9115.96,1887,1748.58,1393,1406,157,223,276.94,888.98,2302,549,302.36,6855,1569.95,1774,2609,882.64,755,590,1720.19,3983.89,1879.11,3089,1478,980,114.38,2923.84,1682.38,3580.67,4279,651,142,695.94,3683.66,492,1170,2565,3856.06,4540.08,975,4705.37,1698,483,1644.89,998.67,570,394,1550.6,2422,1366,646,1825,1350.9,1958.6,4881,17,542,420.83,1955,2042,1706,3182,2180,7459,1180,5516,1306,2152.63,4749,1883,0,1192,3959,2331.56,554,3349,1408,1539.08,34057.48,11416.7,25001.07,28259.08,20460.97,32891.13,34069.77,62784.71,32736.1,281677.01
Long term,Age 18 to 64,Mental health support,Residential,Denominator,All,2330.85,2347,1338.93,1615,1140.07,951.28,658,856,2452,1510,794.48,2705,727,1408,1203.43,1841,4969,6444,199,1943.29,4412,2130,3918.43,4851,671,1517.33,2706,1451,1201,3000,5641,1292,1981.1,2541,124,210,1470,1310.43,648.21,4588,1149.86,1280,4638,939.29,544,10150.6,1857,3806,1212.6,2002.19,1966.94,11447.29,1721,1815.2,3042,1450.1,1402,1566,2885.57,1929.29,2040,2484,1452,1286.71,3715,223,5196,2116.22,2992,7079.72,66,3763.86,5396.86,6413,14368,582,2038,1725,964.29,306.86,283,339,1179,2502.17,766,194,7350.86,1879.61,1232,2946,1183.71,1425,781,1768.15,3807,3435,3927,2053,1391,136.43,2518,2102,4420.14,4202,3599,208,1017,3691.59,531,1401,2414,931,2542,1034,6106,2555,855,1864.71,1125.57,1004,663,2617,3090,1404.71,595,2049,2655.71,1633.33,7650.8,53,818.43,613,5394.6,3855,2153.29,3850.3,3457,5469,1683.86,8668,1747.86,3566,1568,3345.71,0,1190,4714.31,1999.43,764.29,5512.7,2335.71,2307.51,53917.13,17094.76,39664.47,36488.1,30548.66,41342.18,48182.21,71057.3,35940.95,374235.76
Long term,Age 18 to 64,Mental health support,Residential,Unit costs,All,587.68,731.15,930.59,687.55,584.85,501.43,2016.72,497.66,678.63,635.1,470.75,437.9,365.89,718.04,456.2,680.07,631.72,451.43,1342.91,418.88,902.09,823.94,475.96,602.42,497.76,551.96,961.94,525.84,509.58,403.33,616.2,465.17,751.6,408.11,580.65,2590.48,651.73,622.7,612.46,449.35,411.36,699.22,646.6,461.29,1093.75,937.33,602.05,435.89,557.77,524.93,535.35,687.03,865.16,637.75,848.13,1490.91,389.44,1138.57,908.31,568.08,770.59,1148.55,360.11,745.31,434.45,3304.93,638.57,524.99,679.48,523.64,1045.45,859.7,859.02,872.91,634.46,3242.27,857.99,807.54,1458.07,511.63,787.99,816.92,754.01,920,716.71,1558.54,932.54,835.25,1439.94,885.61,745.65,529.82,755.44,972.87,1046.46,547.05,786.61,719.92,704.53,838.36,1161.18,800.37,810.08,1018.32,180.88,682.69,684.31,997.85,926.55,835.12,1062.55,4141.84,1786.03,942.94,770.61,664.58,564.91,882.11,887.26,567.73,594.27,592.51,783.82,972.44,1085.71,890.68,508.68,1199.14,637.97,320.75,662.24,686.51,362.4,529.7,792.28,826.43,630.6,1363.87,700.77,636.36,747.2,603.65,3028.7,562.81,.,1001.68,839.78,1166.11,724.86,607.51,602.81,666.99,631.66,667.85,630.31,774.47,669.78,795.58,707.1,883.58,910.83,752.67
Long term,Age 18 to 64,Mental health support,Residential,Numerator,Own provision,121.17,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,259.33,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,61,0,0,0,0,0,0,0,8,14,0,63,0,0,0,0,0,0,0,0,0,0,0,0,163.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.55,0,0,0,967,0,0,18.45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.17,7,39,131,85,0,163.98,1007,0,1582.15
Long term,Age 18 to 64,Mental health support,Residential,Denominator,Own provision,105.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52.14,0,0,0,0,0,0,0,20,26.71,0,37.86,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.57,7.14,18,104.14,84.57,0,312,1039,0,1695.42
Long term,Age 18 to 64,Mental health support,Residential,Unit costs,Own provision,1152.5,.,.,.,.,980.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2166.67,.,.,.,.,.,.,.,.,.,1101.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1346.15,1169.93,.,.,.,.,.,.,.,400,524.15,.,1664.03,.,.,.,.,.,.,.,.,.,.,.,.,525.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,979.74,.,.,.,769.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1142.48,980.39,2166.67,1257.92,1005.08,.,525.57,969.2,.,933.19
Long term,Age 18 to 64,Mental health support,Residential,Numerator,Provision by others,1248.62,1716,1246,1110.4,666.77,470,1327,426,1664,959,374,1184.53,266,1011,549,1252,3139,2909,7.91,814,3980,1755,1865,2922.33,334,837.5,2603,724,612,1210,3476,601,1489,1037,72,544,958.05,788,397,2061.6,473,895,2998.94,433.29,595,9514.46,1118,1659,676.35,1051,1053,7864.64,1488.94,1157.65,2580,2161.97,546,1713,2560,1096,1572,2853,522.88,959,1614,737,3310,1097,2033,3644.2,69,3235.77,4636,5598,9115.96,1887,1748.58,1393,1406,157,223,276.94,725,2302,549,302.36,6855,1569.95,1774,2609,882.64,755,590,1720.19,3983.89,1879.11,3089,1478,980,114.38,2923.84,1682.38,3580.67,4279,651,142,695.94,3683.66,492,1170,2565,3836.5,4540.08,975,4705.37,731,483,1644.89,980.22,530,394,1550.6,2422,1366,646,1825,1350.9,1958.6,4881,17,542,420.83,1955,2042,1706,3182,2180,7459,1180,5516,1306,2152.63,4749,1883,0,1192,3959,2331.56,554,3349,1408,1539.08,33908.31,11409.7,24702.74,28128.08,20375.97,32891.13,33905.8,61739.71,32736.1,279797.53
Long term,Age 18 to 64,Mental health support,Residential,Denominator,Provision by others,2225.71,2347,1338.93,1615,1140.07,944.14,658,856,2452,1510,794.48,2705,727,1408,1203.43,1841,4969,6444,199,1943.29,4412,2130,3918.43,4851,671,1517.33,2706,1433,1201,3000,5641,1292,1981.1,2541,124,210,1470,1285,648.21,4588,1149.86,1280,4638,939.29,544,10150.6,1857,3806,1212.6,2002.19,1966.94,11447.29,1721,1815.2,3042,1450.1,1402,1514,2833.43,1929.29,2040,2484,1452,1286.71,3715,223,5176,2089.51,2992,7041.86,66,3763.86,5396.86,6413,14368,582,2038,1725,964.29,306.86,283,339,867,2502.17,766,194,7350.86,1879.61,1232,2946,1183.71,1425,781,1768.15,3807,3435,3927,2053,1391,136.43,2518,2102,4420.14,4202,3599,208,1017,3691.59,531,1401,2414,931,2542,1034,6106,1568,855,1864.71,1125.57,952,663,2617,3090,1404.71,595,2049,2655.71,1633.33,7650.8,53,818.43,613,5394.6,3855,2153.29,3850.3,3457,5469,1683.86,8668,1747.86,3566,1568,3345.71,0,1190,4714.31,1999.43,764.29,5512.7,2335.71,2307.51,53786.56,17087.62,39646.47,36383.96,30464.09,41342.18,47870.21,70018.3,35940.95,372540.34
Long term,Age 18 to 64,Mental health support,Residential,Unit costs,Provision by others,561,731.15,930.59,687.55,584.85,497.81,2016.72,497.66,678.63,635.1,470.75,437.9,365.89,718.04,456.2,680.07,631.72,451.43,39.75,418.88,902.09,823.94,475.96,602.42,497.76,551.96,961.94,505.23,509.58,403.33,616.2,465.17,751.6,408.11,580.65,2590.48,651.73,613.23,612.46,449.35,411.36,699.22,646.6,461.29,1093.75,937.33,602.05,435.89,557.77,524.93,535.35,687.03,865.16,637.75,848.13,1490.91,389.44,1131.44,903.5,568.08,770.59,1148.55,360.11,745.31,434.45,3304.93,639.49,525,679.48,517.51,1045.45,859.7,859.02,872.91,634.46,3242.27,857.99,807.54,1458.07,511.63,787.99,816.92,836.22,920,716.71,1558.54,932.54,835.25,1439.94,885.61,745.65,529.82,755.44,972.87,1046.46,547.05,786.61,719.92,704.53,838.36,1161.18,800.37,810.08,1018.32,180.88,682.69,684.31,997.85,926.55,835.12,1062.55,4120.84,1786.03,942.94,770.61,466.2,564.91,882.11,870.87,556.72,594.27,592.51,783.82,972.44,1085.71,890.68,508.68,1199.14,637.97,320.75,662.24,686.51,362.4,529.7,792.28,826.43,630.6,1363.87,700.77,636.36,747.2,603.65,3028.7,562.81,.,1001.68,839.78,1166.11,724.86,607.51,602.81,666.99,630.42,667.72,623.08,773.09,668.85,795.58,708.29,881.77,910.83,751.05
Long term,Age 65 and over,Physical support,Residential and nursing care,Numerator,All,51884.18,13602,9283,11562.42,7094.05,10969,23206,6419,9581,11030,11194,42084.11,6456,12871,14209,15328,23955,27492,10473.8,22192,34342,18029,44344,16179.3,12087,9452.66,41862,14528,7285,8274,25355,12063,7730,12163,16313,19259,10216,10802,8759,30726.4,19370,10534,15646.56,5043.55,11803,73408.25,12266,8344,13904.59,13166.84,14065,66340.47,13244.41,19364.93,11258,8939.39,10528,7870,38523,21677,15361,36282,30166.15,8286,55819,20682,56954,14369,24434,10752,1362,42306.95,13619,40828,64132.84,58763,44364.73,5886,33579,9614,3326,5260.75,6280,5346,8237,10120.98,112595,13477.05,6146,28715,3891.92,8692,13376,14882.67,9005.57,6159.31,10951,12689,8778,7123.93,15002.5,14832.12,7294.16,11716,13000,115,7083,17830.36,9720,13864,8374,13365.7,16830.86,24379,11564.4,9067,10617,5490.81,7858.13,9020,9997.84,6201.54,14699,6740,4411,1508,7539.14,51522.5,39849,44237,9936,7015.03,66833,3683,10514,33408,14997,27919,8611,70695,9733,33098.06,33297,56095,166,14789,18314,11253.66,11636,55515,10285,6942.24,404316.37,162480.58,317344.76,301905.35,240297.95,342104.54,449300.37,340170.9,349109,2907029.8
Long term,Age 65 and over,Physical support,Residential and nursing care,Denominator,All,91948.14,28960,19880.14,23959,15388.85,21341,43979,13552,20289,21627,25334.14,79192.85,13992,32968,30269.14,35740,48133,62523,20360,43742.29,72639,45725,84462.71,35549,27947,21777.73,68744,26108,18067,20727,57503,26508,16153.16,28603,32001,18385,21642,27767.9,19737.21,74715,49300,22118,28868,15575.16,22786,167183.3,18112,21853,30092.9,30272.29,22499.55,128333.29,30087,41382.92,25643,15820.02,25619,17940,87441,30815.28,21665,74413,51375,18736.14,118023,37931,103844,29765.61,53244,17248.29,2661,78391.57,27413.86,85375,110166,81878,65073,13865,53674.8,13097.71,4868.28,8125,10557,8637.44,13510,13126,151300.57,26342.26,9440,46797,8908.6,16759,24875,16076.51,15022,11113,17716.14,20399.49,9794,16455.71,23941,23268,16635.57,17845,14696,241,13803,28681.36,18398,26915,12248,29963.14,24022,37322,17076,16981,19843,10075.13,12779.28,8792.15,15513,12223,24865,9580.29,8537,1261,14378,89866.15,76627.7,70481,19806.43,13462,94616.7,7034,20034.57,71421.2,28596.86,46117,16873.86,156411,20248.15,71205.43,34178,97509.71,423,17816,30621,19813.86,22060.88,83949.7,20929.43,15581.34,859918.06,327494.98,656687.87,591770.2,468522.33,558901.43,786708.56,552081.78,580828.63,5382913.84
Long term,Age 65 and over,Physical support,Residential and nursing care,Unit costs,All,564.28,469.68,466.95,482.59,460.99,513.99,527.66,473.66,472.23,510.01,441.85,531.41,461.41,390.41,469.42,428.88,497.68,439.71,514.43,507.34,472.78,394.29,525.01,455.13,432.5,434.05,608.95,556.46,403.22,399.19,440.93,455.07,478.54,425.24,509.77,1047.54,472.05,389.01,443.78,411.25,392.9,476.26,542,323.82,517.99,439.09,677.23,381.82,462.06,434.95,625.12,516.94,440.2,467.95,439.03,565.07,410.95,438.68,440.56,703.45,709.02,487.58,587.18,442.25,472.95,545.25,548.46,482.74,458.91,623.37,511.84,539.69,496.79,478.22,582.15,717.69,681.77,424.52,625.6,734.02,683.2,647.48,594.87,618.93,609.7,771.06,744.18,511.61,651.06,613.61,436.87,518.65,537.73,925.74,599.49,554.24,618.14,622.03,896.26,432.92,626.64,637.45,438.47,656.54,884.59,477.18,513.15,621.67,528.32,515.1,683.7,446.07,700.64,653.21,677.23,533.95,535.05,544.99,614.91,1025.92,644.48,507.37,591.15,703.53,516.69,1195.88,524.35,573.32,520.03,627.64,501.66,521.1,706.36,523.6,524.79,467.76,524.43,605.39,510.32,451.98,480.69,464.82,974.22,575.28,392.43,830.1,598.09,567.97,527.45,661.29,491.41,445.55,470.18,496.13,483.25,510.17,512.88,612.1,571.11,616.16,601.05,540.05
Long term,Age 65 and over,Physical support,Residential and nursing care,Numerator,LA supported only,45435.51,13526,9283,10386.22,5226.96,8703,20249,6150,8669,10994,10529,40500.19,6396,10457,11943,15310,21596,25451,10044.92,21083,31076,17914,34663,15005.06,12087,9361.53,40097,13974,7235,7935,25355,11971,7237,12040,15459,18023,10186.21,10021,8759,26152,19370,9631,15646.56,4587.73,11496,72770.64,12266,8344,13904.59,12747.17,13680,54797.97,7945.09,19184.94,9258,8939.39,10505,7720,37495,20911,15160,33224,24426.51,7700,54539,18762,52768,14256,22795,9752,1332,41304.08,13374,40828,57899.12,49480,40568.77,5886,33333,9614,3203,5221.68,6019,2398,8159,9643.76,112595,11894.79,4718,28715,3449.62,8692,11920,14882.67,6063.56,4267.31,5131,10105,7778,4745.99,14499.51,14832.12,6740.37,8486,12004,115,7083,17395.12,9585,10259,8122,13365.7,12502.1,23459,10917.27,7531,10617,5490.81,7801.89,7498,8677.84,4579.87,14462,6417,4463,1458,7168.64,48870.67,39520,40275,9936,6563.59,62262,3170,9090,32248,14181,27919,8422,67141,8278,31039.66,33268,44398,166,11170,17879,11241.79,11550,48344,9935,6942.24,386572.4,150612.37,290062.52,270946.9,228882.08,327166.3,419000.75,301335.12,319049.29,2693627.74
Long term,Age 65 and over,Physical support,Residential and nursing care,Denominator,LA supported only,91948.14,28960,19880.14,23959,15388.85,21341,43979,13552,20289,21627,25334.14,79192.85,13992,32968,30269.14,35740,48133,62523,20360,43742.29,72639,45725,84462.71,35549,27947,21777.73,68744,26108,18067,20727,57503,26508,16153.16,28603,32001,18385,21642,27767.9,19737.21,74715,49300,22118,28868,15575.16,22786,167183.3,18112,21853,30092.9,30272.29,22499.55,128333.29,30087,41382.92,25643,15820.02,25619,17940,87441,30815.28,21665,74413,51375,18736.14,118023,37931,103844,29765.61,53244,17248.29,2661,78391.57,27413.86,85375,110166,81878,65073,13865,53674.8,13097.71,4868.28,8125,10557,8637.44,13510,13126,151300.57,26342.26,9440,46797,8908.6,16759,24875,16076.51,15022,11113,17716.14,20399.49,9794,16455.71,23941,23268,16635.57,17845,14696,241,13803,28681.36,18398,26915,12248,29963.14,24022,37322,17076,16981,19843,10075.13,12779.28,8792.15,15513,12223,24865,9580.29,8537,1261,14378,89866.15,76627.7,70481,19806.43,13462,94616.7,7034,20034.57,71421.2,28596.86,46117,16873.86,156411,20248.15,71205.43,34178,97509.71,423,17816,30621,19813.86,22060.88,83949.7,20929.43,15581.34,859918.06,327494.98,656687.87,591770.2,468522.33,558901.43,786708.56,552081.78,580828.63,5382913.84
Long term,Age 65 and over,Physical support,Residential and nursing care,Unit costs,LA supported only,494.14,467.06,466.95,433.5,339.66,407.81,460.42,453.81,427.28,508.35,415.61,511.41,457.12,317.19,394.56,428.37,448.67,407.07,493.37,481.98,427.81,391.78,410.39,422.1,432.5,429.87,583.28,535.24,400.45,382.83,440.93,451.6,448.02,420.93,483.08,980.31,470.67,360.88,443.78,350.02,392.9,435.44,542,294.55,504.52,435.27,677.23,381.82,462.06,421.08,608.01,427,264.07,463.6,361.03,565.07,410.05,430.32,428.8,678.59,699.75,446.48,475.46,410.97,462.1,494.63,508.15,478.94,428.12,565.39,500.56,526.89,487.86,478.22,525.56,604.31,623.43,424.52,621.02,734.02,657.93,642.67,570.14,277.63,603.92,734.71,744.18,451.55,499.79,613.61,387.22,518.65,479.2,925.74,403.64,383.99,289.62,495.36,794.16,288.41,605.63,637.45,405.18,475.54,816.82,477.18,513.15,606.5,520.98,381.16,663.13,446.07,520.44,628.56,639.33,443.5,535.05,544.99,610.51,852.81,559.39,374.69,581.62,669.81,522.78,1156.23,498.58,543.82,515.74,571.43,501.66,487.56,658.04,450.67,453.72,451.52,495.89,605.39,499.12,429.26,408.83,435.92,973.37,455.32,392.43,626.96,583.88,567.37,523.55,575.87,474.69,445.55,449.55,459.89,441.71,457.86,488.52,585.37,532.6,545.82,549.3,500.4
Long term,Age 65 and over,Physical support,Nursing,Numerator,All,10778.67,4480,2850,4225.22,2913.82,3477,6698,1140,2001,2395,2248,8541.84,988,2129,3472,3106,9309,7640,3403.01,5384,11753,3296,8447,1428.71,484,747,13636,6212,789,1093,7617,2222,1086,3323,4982,4425,4045.91,2994,3106,8930,7503,4754,5093.93,1184.55,5699,16909.75,1121,1880,7423.96,6721.66,4600,28598.99,3735.9,5741.41,7516,4161.84,3266,2803,15501,9471,7068,17619,15202.5,4148,16938,6118,15158,5854,4459,1642,80,11946.77,3262,15742,8402.24,34255,10334.55,1933,16987,5318,1740,2324.26,3347,2817,4350,5783.16,13690,134.74,388,10744,1936.04,1722,3502,4136,4903.01,2068.42,8581,6898,2365,4353.32,8682.97,6558.99,2437.36,7482,6928,47,3094,5502.91,4625,6839,4837,6160.39,9670.84,6993,4345.01,4186,4391,3315.09,2967.29,3001,5595.84,3025.59,4179,3405,2619,0,2444.64,23536.6,18250,8042,2234,2077.33,53225,1940,6968,17178,7431,13593,3707,30270,4796,12386.51,16597,30740,0,8314,10054,4517.59,6093,7660,2000,1395.97,113682.44,41957.88,80446.72,129432.66,65457.77,68528.57,242960.66,154193.02,129411.39,1026071.12
Long term,Age 65 and over,Physical support,Nursing,Denominator,All,21217.86,9982,6685.57,8831,6215.64,6301.71,11851,2338,4226,4442,4810.07,18996.81,2147,5248,7277.86,6900,20345,17230,5181,10600.29,26338,8090,23175.43,2182,1206,1723,25488,11153,2103,2259,15859,4451,2681.3,7576,9190,2966,8605,7675.29,6442.57,22219,16600,10542,10921,2677.86,11127.57,35050.6,2444,4661,15347.9,14888.33,8393.01,54505.43,8033,12261.5,16252,7221.07,8793,6952,34475.86,9952.57,9918,32783,22335,8927.43,34091,12242,28882,12069.97,9950,3252.43,203,22460.43,6737,32577,15618,47542,20890,4300,27916.54,6066.14,2854.71,3988,5816,4457.28,7153,7234,17240.57,208.57,701,17071,4193.1,3221,6193,7184.51,8132,3713,12300.29,10408.63,3800,9265.86,12735,9578,4820.43,10804,7890,99,6137,7615.82,8081,12798,5869,14894,12125,11627,6005,7760,8257,5810.32,5765.57,5261.75,8013,5902,8279,4645.43,4845,0,4362.43,48560.13,32430.7,14564,4300,2842,76342.2,3752,11459.71,33744.16,13633.43,21107,6915.85,59492,9316.29,23144.57,16504,49730.14,0,11128,18504,7735.86,12251.03,17336.7,4106.43,2750.02,237505.28,86826.8,172137.57,240802.87,129887.83,122213.24,406120.72,250421.6,212919.6,1858835.52
