,,,,,NW,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,EM,EM,EM,EM,EM,EM,EM,EM,EM,E,E,SE,E,E,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,SE,SE,SE,SW,SW,SW,SE,SE,SE,SE,SE,SW,SW,SE,SE,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
Long term,Age 18 to 64,Physical support,Residential,Net current expenditure,2507.43,891,1084,309.1,54.05,2471,511,37,680,709,327,2116.99,211,332,289,730,1039,1383,172.94,1222,2767,979,951,1554.76,788,279.67,1627,485,124,125,895,488,765,476,1590,300,595.9,820,593,2262.4,708,572,724.91,130.66,396,2588.46,-23,276,167.8,194.62,1152,2080.72,332.66,1173.71,416,872.4,320,741,1365,2715,775,1693,701.55,331,1518,2224,2996,790,1922,810,37,1523.27,758,3861,3705.93,1257,1212.32,421,4210,68,62,125.59,408.75,238,421,362.04,6732,271.87,556,1954,463.44,2972,336,1589.73,1310.65,791.96,390,791,176,974.34,1292.33,2192.29,782.84,2732,62,0,145.67,1252.32,880,568,958,2374.05,126.9,1581,523.06,602,664,1025.6,677.95,646,443,816.57,734,839,284,877,463.99,5452.92,2846,5862,662,352.49,1972,511,508,3461,1114,1676,799,7758,1241,880.58,3102,2382,0,428,1580,908.99,398,2699,555,179.1
Long term,Age 18 to 64,Physical support,Residential,Gross current expenditure,2998.71,1074,1202,360.1,156.28,2636,587,74,813,776,397,2657.98,245,477,562,826,1118,1712,217.39,1450,2806,1154,1370,1738.18,893,322.45,1986,515,189,328,1204,556,767,580,1696,328,675.24,874,673,2891.2,1818,636,961.51,203.62,423,3370.52,110,386,204.04,398.62,1179,3018.59,371.06,1261.92,463,887.53,365,810,1599,2900,946,1882,1118.8,367,1805,3035,3370,793,2165,1110,74,1730.18,856,4183,4172.47,1363,1392.73,545,4550,81,70,154.23,588.75,273,429,408.17,7638,314.43,719,2146,497.29,3196,391,1813.17,1512.1,924.96,486,1006,192,1254.22,1536.65,2509.7,849.63,2914,143,0,221.65,1419.23,985,707,1035,2568.74,548.93,1940,610.71,672,739,1125.15,862.2,739,523,916.5,846,1218,313,978,546.55,5821.66,3199,6539,964,404.63,3899,762,619,3911,1233,1808,871,8765,1474,1066.92,3470,2767,0,585,1740,1015.08,435,3230,805,275.28
Long term,Age 18 to 64,Physical support,Residential,Gross SSMSS,3469.17,0,0,0,0,1,80,0,29,20,0,91.28,0,0,48,21,0,23,221.26,0,0,52.88,261,1896.91,0,0,6,541,0,0,1204,0,0,0,23,0,0,0,673,0,0,0,882.24,0,3,0,0,13,0,439.17,0,0,0,48.86,0,0,0,0,0,0,0,59,4.12,0,0,0,0,0,0,0,0,0,1042,0,0,1639,0,0,0,81,0,0,21.75,0,0,0,313,33.68,0,2298,0,0,0,0,81.67,0,0,43,0,0,47.14,0,1197.55,2914,197,0,0,1460.1,0,0,0,0,0,0,0,0,0,0,47.45,0,0,0,0,0,325,24,0,0,0,4,0,0,0,762,924,72,8,0,0,0,19,0,229,2781,0,0,79.36,5.2,0,25,0,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Gross total cost: own provision,0,55,0,0,0,124,0,0,0,0,0,0.16,0,0,0,0,0,16,270.27,0,9,0,0,0,0,0,0,0,76,3,1558,0,0,0,427,0,0,113,0,0,0,0,0,0,181,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,0,0,0,0,0,0,0,0,0,8.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,34.34,0,0,0,0.2,0,0,181.72,0,0,0,0,0,0,0,0,0,0,0,0,0,19,126,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Gross total cost: provision by others,7.51,0,0,2.7,16.56,298,0,0,0,0,0,110.67,202,17,0,147,0,0,0,0,524,128,7,0,0,0,0,0,108,0,314,0,0,0,22,0,138.85,523,100,0,326,0,7.62,0,67,47.77,0,28,54.06,0,0,0,13.28,0,0,0,0,0,0,0,15,25,18.32,0,3,22,0,14,109,0,0,0,17,110,287.25,0,1698.63,0,43,0,9,0,0,0,0,311.62,46,0,35,0,0,0,0,398.61,7.5,0,347,483,0,0,1.2,0,102.26,0,0,0,0,0,0,149,180,0,0,11,305.95,217,38,313.42,68.11,336,0,202.39,0,249,0,0,0,0,0,32,0,59.49,48,0,0,713,280,0,0,345,788,39.09,0,0,0,0,263,132.43,0,0,99,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Gross total cost: grants to voluntary org,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Gross total cost: total expenditure,7.51,55,0,2.7,16.56,1095,0,0,0,0,0,110.83,202,17,0,147,0,16,270.27,0,533,128,7,0,0,0,0,0,184,3,1872,0,0,0,449,0,138.85,636,100,0,326,0,7.62,0,248,56.07,0,28,54.06,0,0,0,13.28,0,0,0,0,0,0,0,15,26,18.32,0,3,22,54,14,109,0,0,0,17,110,287.25,0,1706.7,0,43,0,9,0,0,0,0,311.62,46,0,35,0,0,0,0,398.61,7.5,0,347,483,0,0,1.2,0,102.26,0,0,0,0,0,0,149,387,0,0,11,340.29,217,38,313.42,68.31,336,0,384.12,0,249,0,0,0,0,0,32,0,59.49,48,0,0,732,406,0,0,1191,788,39.09,0,0,0,0,263,132.43,0,0,99,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Income: client contributions,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,49.8,0,0,0,1,0,0,0,0,0,22,0,114,0,0,0,0,0,0,90,6,0,0,0,0,0,0,2.21,0,0,0,0,0,0,8.54,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,31,0,0,0,0,0,23.04,0,0,0,0,0,0,0,0,0,0,14.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,2,8.74,0,0,0,5.97,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,68,237,0,0,0,0,0,0,0,0,0,0,16.39,0,0,0,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Income: joint arrangements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Income: Income from NHS,0,0,0,0.3,1.92,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,0,201,0,0,0,0,0,0,45,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,17,0,0,0,118.63,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,-38,0,0,0,0,0,101.81,0,0,0,0,0,0,0,2,0,0,0,8.69,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,145,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Income: other income,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19.77,0,0,0,0,0,0,0,0,0,0,-0.09,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Income: total,0,22,0,0.6,1.92,121,0,0,0,0,0,0,1,0,0,29,0,0,49.8,0,7,33,1,0,0,0,0,0,24,0,315,0,0,0,0,0,0,137,6,0,0,0,0,0,9,3.96,0,0,0,0,0,0,8.54,0,0,0,0,0,0,0,15,5,0,0,0,5,4,0,31,0,0,0,17,23,42.81,0,118.63,0,0,0,0,0,0,0,0,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,101.81,0,0,0,0,0,0,0,76,0,0,2,17.43,0,0,0,8.06,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,261,237,0,0,41,0,0,0,0,0,0,0,16.39,0,0,0,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Net total expenditure,7.51,33,0,2.1,14.64,974,0,0,0,0,0,110.83,201,17,0,118,0,16,220.47,0,526,95,6,0,0,0,0,0,160,3,1557,0,0,0,449,0,138.85,499,94,0,326,0,7.62,0,239,52.11,0,28,54.06,0,0,0,4.74,0,0,0,0,0,0,0,0,21,18.32,0,3,17,50,14,78,0,0,0,0,87,244.44,0,1588.07,0,43,0,9,0,0,0,0,296.87,46,0,35,0,0,0,0,398.61,7.5,0,347,483,0,0,1.16,0,0.45,0,0,0,0,0,0,149,311,0,0,9,322.86,217,38,313.42,60.25,336,0,384.12,0,249,0,0,0,0,0,31,0,59.49,41,0,0,471,169,0,0,1150,788,39.09,0,0,0,0,263,116.03,0,0,99,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Gross total expenditure,7.51,33,0,2.4,14.64,974,0,0,0,0,0,110.83,201,17,0,147,0,16,270.27,0,526,95,7,0,0,0,0,0,182,3,1671,0,0,0,449,0,138.85,589,100,0,326,0,7.62,0,239,54.32,0,28,54.06,0,0,0,13.28,0,0,0,0,0,0,0,15,26,18.32,0,3,17,50,14,109,0,0,0,0,87,267.47,0,1588.07,0,43,0,9,0,0,0,0,311.14,46,0,35,0,0,0,0,398.61,7.5,0,347,483,0,0,1.16,0,0.45,0,0,0,0,0,0,149,385,0,0,11,331.6,217,38,313.42,66.22,336,0,384.12,0,249,0,0,0,0,0,32,0,59.49,43,0,0,539,406,0,0,1150,788,39.09,0,0,0,0,263,132.43,0,0,99,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Capital charges: own provision,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Capital charges: provision by others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Net current expenditure,7.51,7,0,2.1,14.64,974,0,0,0,0,0,110.83,201,17,0,118,0,16,220.47,0,526,95,6,0,0,0,0,0,160,3,1557,0,0,0,449,0,138.85,499,94,0,326,0,7.62,0,239,52.11,0,28,54.06,0,0,0,4.74,0,0,0,0,0,0,0,0,21,18.32,0,3,17,50,14,78,0,0,0,0,87,244.44,0,1588.11,0,43,0,9,0,0,0,0,296.87,46,0,35,0,0,0,0,398.61,7.5,0,293.4,483,0,0,1.16,0,0.45,0,0,0,0,0,0,149,311,0,0,9,322.86,217,38,313.42,60.25,336,0,384.12,0,249,0,0,0,0,0,31,0,59.49,41,0,0,471,169,0,0,1150,788,39.09,0,0,0,0,263,116.03,0,0,99,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Gross current expenditure,7.51,7,0,2.4,14.64,974,0,0,0,0,0,110.83,201,17,0,147,0,16,270.27,0,526,95,7,0,0,0,0,0,182,3,1671,0,0,0,449,0,138.85,589,100,0,326,0,7.62,0,239,54.32,0,28,54.06,0,0,0,13.28,0,0,0,0,0,0,0,15,26,18.32,0,3,17,50,14,109,0,0,0,0,87,267.47,0,1588.11,0,43,0,9,0,0,0,0,311.14,46,0,35,0,0,0,0,398.61,7.5,0,293.4,483,0,0,1.16,0,0.45,0,0,0,0,0,0,149,385,0,0,11,331.6,217,38,313.42,66.22,336,0,384.12,0,249,0,0,0,0,0,32,0,59.49,43,0,0,539,406,0,0,1150,788,39.09,0,0,0,0,263,132.43,0,0,99,0
Long term,Age 18 to 64,Physical support,Supported accommodation,Gross SSMSS,7.51,0,0,0,0,2,0,0,0,0,0,3.81,2,0,0,4,0,0,270.27,0,0,0,0,0,0,0,0,0,0,0,1872,0,0,0,96,0,0,0,100,0,0,0,7.62,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.48,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.28,0,0,20,0,0,0.04,0,102.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,22,0,0,0,0,0,10.36,0.68,0,0,0,0
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Gross total cost: own provision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.6,0,54,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2801.01,0,0,817,2294,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Gross total cost: provision by others,3523.83,971,1200,1604.5,1313.91,1785,1286,1098,2156,1387,2400,2927.49,1373,845,2812,3111,4216,1263,3859,3082,4492,3227,3681,4045.84,999,944.94,2968,1963,1676,170,2683,2936,1108,1148,2089,1214,2083.65,2385,1557,6176.55,4058,1863,2203.57,787.39,1319,10346.98,917,825,1865.49,3863,3301,7264.18,2116.74,2273.38,2356,1311.3,1403,1703,6399,1842,2002,4015,2309.73,922,6352,2561,4917,1712,6589,5007,372,12911.72,2035,8512,9369.83,5750,5812.03,1657,3598,2397,803,891.52,1101.14,129,754,1216.52,13208,1856.31,1425,5107,1310.48,886,1310,3423.99,3352,2124.01,920,2810,1142,1862.79,0,2241.69,3096.37,1142,0,0,2595,3586.03,0,1705,1271,2380.28,2706.58,6547,2568.62,2488,2002,1562.48,1619.54,345,1675,2599.19,1965,1257,1622,2219,1258.41,12785.57,7100,4297,1542,902.32,10269,910,2297,5849,3455,3313,1263,11552,2609,3994.11,5655,5456,0,89,6028,1839.39,2996,6718,2547,177.05
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Gross total cost: grants to voluntary org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Gross total cost: total expenditure,3523.83,971,1200,1604.5,1313.91,1785,1286,1098,2156,1387,2400,2927.49,1373,845,2812,3111,4216,1263,3861.62,3082,4492,3227,3681,4045.84,999,944.94,2968,1963,1676,170,2683,2936,1108,1148,2089,1214,2083.65,2385,1557,6176.55,4058,1863,2203.57,787.39,1319,10346.98,917,825,1865.49,3863,3301,7264.18,2116.74,2273.38,2356,1366.9,1403,1757,6399,1842,2002,4117,2309.73,922,6352,2561,4917,1712,6589,5007,372,12911.72,2035,8512,9369.83,5750,5817.68,1657,3598,2397,803,891.52,1101.14,129,754,1216.52,13208,1856.31,1425,5107,1310.48,886,1310,3423.99,3352,2124.01,920,2810,1142,1862.79,2801.01,2241.69,3096.37,1959,2294,0,2595,3586.03,292,1705,1271,2380.28,2706.58,6553,2568.62,2488,2002,1562.48,1619.54,345,1675,2599.19,1965,1257,1626,2219,1258.41,12785.57,7100,4297,1542,902.32,10269,910,2297,5849,3455,3313,1263,11552,2609,3994.11,6054,5456,0,89,6028,1839.39,2996,6718,2547,177.05
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Income: client contributions,201.35,0,0,204.4,0,0,0,0,6,0,0,0,0,0,0,0,408,0,0,0,98,267,33,175.41,0,85.96,195,149,0,9,0,0,0,0,94,0,0,149,92,196,0,207,0,35.52,118,0,184,41,0,0,58,0,50.25,0,0,350.54,0,0,294,121,199,8,0,65,28,373,0,0,0,0,21,0,91,492,266.24,0,0,0,219,417,0,40.68,0,0,0,0,0,28.05,0,0,0,3,0,0,79.76,0,14.06,0,47,112.82,0,28.02,0,140,0,0,0,214.33,0,85,79,0,135.2,1181,108.83,0,20,0,123.29,31,229,0,188,134,73,0,0,0,186,276,192,46.12,486,0,267,630,491,78,0,11,0,127.94,268,539,0,0,339,159.64,31,91,0,51.05
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Income: joint arrangements,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,49.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,47,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Income: Income from NHS,0,0,0,162.8,149.93,473,2,327,0,196,595,0,144,52,268,395,187,0,514,0,0,324,689,897.16,0,0,142,173,0,0,0,517,0,0,0,0,0,185,0,0,0,94,0,0,100,920.57,0,0,0,85.31,0,1190.16,0,0,0,0,0,0,0,0,110,76,65.08,118,10,3,357,0,539,0,175,3346.16,449,0,0,0,404.38,0,0,0,75,0,8,0,0,0,0,289.59,0,0,72.24,0,0,0,0,120,7.79,0,0,96.44,0,0,625.85,0,0,0,0,570.12,0,0,6,0,0,272,48.63,0,0,8.94,9.28,0,0,0,0,296,0,0,0,0,0,7,0,52.45,856,0,0,0,0,0,30,106,39,78.93,10,217,0,0,0,26.18,70,59,6,0
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Income: other income,0,0,0,0,0,174,19,0,0,0,0,0,10,281,0,0,0,0,0,0,0,203,0,0,0,37.85,4,0,0,14,0,127,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16.79,0,215.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854.26,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,410,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36.23,0,0,0,0,2,0,222.5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,86,0
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Income: total,201.35,0,0,367.2,149.93,647,21,327,159,196,595,0,154,333,268,395,595,0,514,0,98,794,722,1072.57,0,123.8,341,322,0,23,0,644,0,0,94,0,0,339,92,196,0,344,0,35.52,218,920.57,184,41,0,102.11,58,1406.03,50.25,0,0,350.54,0,0,294,121,309,84,65.08,183,38,376,357,210,539,0,196,4200.41,540,492,315.47,0,404.38,0,219,417,75,40.68,32,0,0,0,0,317.64,0,410,72.24,3,0,0,79.76,173,21.85,0,47,209.26,0,28.02,625.85,140,0,0,0,784.45,0,163,85,0,135.2,1464,193.69,47,20,8.94,132.57,33,229,222.5,188,471,78,0,0,0,186,283,192,98.57,1342,0,267,630,491,78,30,117,39,206.88,278,756,0,0,452,185.81,101,150,92,51.05
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Net total expenditure,3322.48,971,1200,1237.3,1163.98,1138,1265,771,1997,1191,1805,2927.49,1219,512,2544,2716,3621,1263,3347.62,3082,4394,2433,2959,2973.27,999,821.13,2627,1641,1676,147,2683,2292,1108,1148,1995,1214,2083.65,2046,1465,5980.55,4058,1519,2203.57,751.87,1101,9426.41,733,784,1865.49,3760.89,3243,5858.15,2066.49,2273.38,2356,1016.36,1403,1757,6105,1721,1693,4033,2244.65,739,6314,2185,4560,1502,6050,5007,176,8711.3,1495,8020,9054.35,5750,5413.3,1657,3379,1980,728,850.84,1069.14,129,754,1216.52,13208,1538.66,1425,4697,1238.24,883,1310,3423.99,3272.25,1951.01,898.15,2810,1095,1653.52,2801.01,2213.67,2470.52,1819,2294,0,2595,2801.58,292,1542,1186,2380.28,2571.38,5089,2374.94,2441,1982,1553.54,1486.97,312,1446,2376.69,1777,786,1548,2219,1258.41,12785.57,6914,4014,1350,803.75,8927,910,2030,5219,2964,3235,1233,11435,2570,3787.23,5776,4700,0,89,5576,1653.58,2895,6568,2455,126.01
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Gross total expenditure,3523.83,971,1200,1441.7,1163.98,1138,1265,771,2003,1191,1805,2927.49,1219,512,2544,2716,4029,1263,3347.62,3082,4492,2700,2992,3148.68,999,907.09,2822,1790,1676,156,2683,2292,1108,1148,2089,1214,2083.65,2195,1557,6176.55,4058,1726,2203.57,787.39,1219,9426.41,917,825,1865.49,3760.89,3301,5858.15,2116.74,2273.38,2356,1366.9,1403,1757,6399,1842,1892,4041,2244.65,804,6342,2558,4560,1502,6050,5007,197,8711.3,1586,8512,9320.6,5750,5413.3,1657,3598,2397,728,891.52,1069.14,129,754,1216.52,13208,1566.72,1425,4697,1238.24,886,1310,3423.99,3352,1951.01,912.21,2810,1142,1766.34,2801.01,2241.69,2470.52,1959,2294,0,2595,3015.91,292,1627,1265,2380.28,2706.58,6270,2483.77,2441,2002,1553.54,1610.26,343,1675,2376.69,1965,920,1621,2219,1258.41,12785.57,7100,4290,1542,849.87,9413,910,2297,5849,3455,3313,1233,11446,2570,3915.18,6044,5239,0,89,5915,1813.21,2926,6659,2455,177.05
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Capital charges: own provision,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Capital charges: provision by others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Long term,Age 18 to 64,Physical support,Community: Direct Payments,Net current expenditure,3322.48,971,1200,1237.3,1163.98,1138,1262,771,1997,1191,1805,2927.49,1219,512,2544,2716,3621,1263,3347.62,3082,4394,2433,2959,2973.27,999,821.13,2627,1641,1676,147,2683,2292,1108,1148,1995,1214,2083.65,2046,1465,5980.55,4058,1519,2203.57,751.87,1101,9426.41,733,784,1865.49,3506.27,3243,5858.15,2066.49,2273.38,2356,1016.36,1403,1757,6105,1721,1693,4001,2244.65,739,6314,2185,4560,1502,6048,5007,176,8711.3,1495,8020,9054.35,5750,5413.3,1657,3379,1980,728,847.99,1069.14,129,754,1216.52,13208,1538.66,1425,4697,1238.24,883,1310,3423.99,3272.25,1951.01,898.15,2810,1095,1653.52,2801.01,2213.67,2470.52,1819,2294,0,2595,2801.58,292,1542,1186,2380.28,2571.38,5089,2374.94,2441,1982,1553.54,1486.97,312,1446,2376.69,1777,786,1548,2219,1258.41,12785.57,6914,4014,1350,803.75,8927,910,2030,5219,2964,3235,1233,11435,2570,3787.23,5776,4700,0,89,5576,1653.58,2895,6565,2455,126.01
