,,,,,NW,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,EM,EM,EM,EM,EM,EM,EM,EM,EM,E,E,SE,E,E,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,SE,SE,SE,SW,SW,SW,SE,SE,SE,SE,SE,SW,SW,SE,SE,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
Long term,Age 65 to 74,Physical support,Supported accommodation,Gross total cost: provision by others,:,0,:,0,:,:,:,:,:,:,:,:,248,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,173,:,:,:,2,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,135.78,0,0,0,:,:,:,:,:,:,:,:,6.65,978.37,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,132.2,:,:,52.8,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,200.37,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Gross total cost: grants to voluntary org,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,7,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Gross total cost: total expenditure,:,0,:,0,:,:,:,:,:,:,:,:,248,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,173,:,:,:,:,:,146,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,709.65,7,0,0,:,:,:,:,:,:,:,:,6.65,978.37,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,139.15,:,:,60.39,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,200.37,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Income: client contributions,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,50,:,:,:,0,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,56.65,0,0,0,:,:,:,:,:,:,:,:,0,0.19,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,11.59,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,26.13,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Income: joint arrangements,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Income: Income from NHS,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,1,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,0,:,10,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,4.67,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Income: other income,:,22,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,4.09,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Income: total,:,22,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,1,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,50,:,:,:,:,:,10,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,56.65,0,0,0,:,:,:,:,:,:,:,:,0,0.19,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,20.35,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,26.13,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Net total expenditure,:,-22,:,0,:,:,:,:,:,:,:,:,248,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,-1,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,123,:,:,:,:,:,136,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,652.99,7,0,0,:,:,:,:,:,:,:,:,6.65,978.18,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,118.8,:,:,60.39,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,174.24,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Gross total expenditure,:,-22,:,0,:,:,:,:,:,:,:,:,248,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,-1,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,173,:,:,:,:,:,136,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,709.65,7,0,0,:,:,:,:,:,:,:,:,6.65,978.37,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,130.39,:,:,60.39,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,200.37,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Capital charges: own provision,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Capital charges: provision by others,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Net current expenditure,:,-22,:,0,:,:,:,:,:,:,:,:,248,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,-1,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,123,:,:,:,:,:,136,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,652.99,7,0,0,:,:,:,:,:,:,:,:,6.65,978.18,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,118.8,:,:,60.39,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,174.24,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Gross current expenditure,:,-22,:,0,:,:,:,:,:,:,:,:,248,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,-1,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,173,:,:,:,:,:,136,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,709.65,7,0,0,:,:,:,:,:,:,:,:,6.65,978.37,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,130.39,:,:,60.39,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,200.37,0,:,:,:
Long term,Age 65 to 74,Physical support,Supported accommodation,Gross SSMSS,:,0,:,0,:,:,:,:,:,:,:,:,2,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,7,0,0,:,:,:,:,:,:,:,:,0.2,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,6.78,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,1.03,0,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Gross total cost: own provision,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,1.7,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,2,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,636.61,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Gross total cost: provision by others,:,234,:,167.7,:,:,:,:,:,:,:,:,294,:,:,:,:,:,:,:,621,0,:,100.49,:,:,:,:,:,:,:,:,:,:,784,:,:,:,:,:,:,:,:,:,:,:,157,:,:,:,:,:,:,:,:,:,:,:,0,:,404,:,:,:,355,:,1761,:,1862,:,:,3704.07,:,:,:,:,:,:,1275,:,:,:,:,:,:,:,:,:,212.17,1444,352.84,224,:,:,:,:,:,:,:,:,0,298.15,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,658.29,:,:,804.13,:,:,0,:,:,2215.47,:,:,:,:,:,:,:,:,:,:,83,:,:,1169.08,:,:,:,:,:,166.57,598,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Gross total cost: grants to voluntary org,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,148,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Gross total cost: total expenditure,:,234,:,167.7,:,:,:,:,:,:,:,:,294,:,:,:,:,:,:,:,621,0,:,102.19,:,:,:,:,:,:,:,:,:,:,784,:,:,:,:,:,:,:,:,:,:,:,157,:,:,:,:,:,:,:,:,:,:,:,0,:,404,:,:,:,:,:,1761,:,1862,:,:,3704.07,:,:,:,:,:,:,1275,:,:,:,:,:,:,:,:,:,212.17,1444,352.84,224,:,:,:,:,:,:,:,:,636.61,298.15,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,658.29,:,:,804.13,:,:,0,:,:,2215.47,:,:,:,:,:,:,:,:,:,:,83,:,:,1169.08,:,:,:,:,:,166.57,746,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Income: client contributions,:,0,:,21.4,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,98,0,:,13.57,:,:,:,:,:,:,:,:,:,:,46,:,:,:,:,:,:,:,:,:,:,:,32,:,:,:,:,:,:,:,:,:,:,:,0,:,31,:,:,:,28,:,0,:,0,:,:,0.11,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,15.39,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,54.27,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,91.6,:,:,:,:,:,0.16,39,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Income: joint arrangements,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Income: Income from NHS,:,0,:,17,:,:,:,:,:,:,:,:,6,:,:,:,:,:,:,:,0,0,:,15.55,:,:,:,:,:,:,:,:,:,:,54,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,19,:,:,:,10,:,128,:,84,:,:,2181.1,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,20.77,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,2,:,:,23.1,:,:,:,:,:,0,15,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Income: other income,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0.03,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,:,:,0,:,0,:,:,182.64,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0.04,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,68.83,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Income: total,:,0,:,38.4,:,:,:,:,:,:,:,:,6,:,:,:,:,:,:,:,98,0,:,29.14,:,:,:,:,:,:,:,:,:,:,100,:,:,:,:,:,:,:,:,:,:,:,32,:,:,:,:,:,:,:,:,:,:,:,0,:,50,:,:,:,:,:,128,:,84,:,:,2363.85,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,15.43,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,75.04,:,:,68.83,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,2,:,:,114.7,:,:,:,:,:,0.16,54,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Net total expenditure,:,234,:,129.3,:,:,:,:,:,:,:,:,288,:,:,:,:,:,:,:,523,0,:,73.05,:,:,:,:,:,:,:,:,:,:,684,:,:,:,:,:,:,:,:,:,:,:,125,:,:,:,:,:,:,:,:,:,:,:,0,:,354,:,:,:,:,:,1633,:,1778,:,:,1340.22,:,:,:,:,:,:,1275,:,:,:,:,:,:,:,:,:,212.17,1444,352.84,224,:,:,:,:,:,:,:,:,636.61,282.71,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,583.25,:,:,735.29,:,:,0,:,:,2215.47,:,:,:,:,:,:,:,:,:,:,81,:,:,1054.38,:,:,:,:,:,166.41,692,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Gross total expenditure,:,234,:,150.7,:,:,:,:,:,:,:,:,288,:,:,:,:,:,:,:,621,0,:,86.61,:,:,:,:,:,:,:,:,:,:,730,:,:,:,:,:,:,:,:,:,:,:,157,:,:,:,:,:,:,:,:,:,:,:,0,:,385,:,:,:,:,:,1633,:,1778,:,:,1340.33,:,:,:,:,:,:,1275,:,:,:,:,:,:,:,:,:,212.17,1444,352.84,224,:,:,:,:,:,:,:,:,636.61,298.1,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,637.52,:,:,735.29,:,:,0,:,:,2215.47,:,:,:,:,:,:,:,:,:,:,81,:,:,1145.98,:,:,:,:,:,166.57,731,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Capital charges: own provision,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Capital charges: provision by others,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Net current expenditure,:,234,:,129.3,:,:,:,:,:,:,:,:,288,:,:,:,:,:,:,:,523,0,:,73.05,:,:,:,:,:,:,:,:,:,:,684,:,:,:,:,:,:,:,:,:,:,:,125,:,:,:,:,:,:,:,:,:,:,:,:,:,354,:,:,:,:,:,1633,:,:,:,:,1340.22,:,:,:,:,:,:,1275,:,:,:,:,:,:,:,:,:,212.17,1444,352.84,224,:,:,:,:,:,:,:,:,636.61,282.71,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,583.25,:,:,735.29,:,:,0,:,:,2215.47,:,:,:,:,:,:,:,:,:,:,81,:,:,1054.38,:,:,:,:,:,166.41,692,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Gross current expenditure,:,234,:,150.7,:,:,:,:,:,:,:,:,288,:,:,:,:,:,:,:,621,0,:,86.61,:,:,:,:,:,:,:,:,:,:,730,:,:,:,:,:,:,:,:,:,:,:,157,:,:,:,:,:,:,:,:,:,:,:,:,:,385,:,:,:,:,:,1633,:,:,:,:,1340.33,:,:,:,:,:,:,1275,:,:,:,:,:,:,:,:,:,212.17,1444,352.84,224,:,:,:,:,:,:,:,:,636.61,298.1,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,637.52,:,:,735.29,:,:,0,:,:,2215.47,:,:,:,:,:,:,:,:,:,:,81,:,:,1145.98,:,:,:,:,:,166.57,731,:,:,:
Long term,Age 65 to 74,Physical support,Community: Direct Payments,Gross SSMSS,:,0,:,0,:,:,:,:,:,:,:,:,2,:,:,:,:,:,:,:,0,0,:,102.19,:,:,:,:,:,:,:,:,:,:,10,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,1444,0,0,:,:,:,:,:,:,:,:,20.53,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,31.78,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0.85,0,:,:,:
Long term,Age 65 to 74,Physical support,Community: home care,Gross total cost: own provision,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,555,0,:,310.41,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,119,:,2600,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,125,:,:,:,:,:,:,:,:,134.99,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,174,:,:,:
Long term,Age 65 to 74,Physical support,Community: home care,Gross total cost: provision by others,:,1420,:,757.5,:,:,:,:,:,:,:,:,260,:,:,:,:,:,:,:,2125,0,:,812.18,:,:,:,:,:,:,:,:,:,:,957,:,:,:,:,:,:,:,:,:,:,:,562,:,:,:,:,:,:,:,:,:,:,:,0,:,5506,:,:,:,720,:,3320,:,2794,:,:,1415.44,:,:,:,:,:,:,1024,:,:,:,:,:,:,:,:,:,301.4,2997,1155.72,825,:,:,:,:,:,:,:,:,1893.44,3713.05,:,:,:,140,:,:,:,:,:,:,:,:,:,:,:,:,900.54,:,:,1312.07,:,:,0,:,:,3659.83,:,:,:,:,:,:,:,:,:,:,200,:,:,2086.44,:,:,:,:,:,1057.16,899,:,:,:
Long term,Age 65 to 74,Physical support,Community: home care,Gross total cost: grants to voluntary org,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,52,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 65 to 74,Physical support,Community: home care,Gross total cost: total expenditure,:,1420,:,757.5,:,:,:,:,:,:,:,:,260,:,:,:,:,:,:,:,2680,0,:,1122.59,:,:,:,:,:,:,:,:,:,:,957,:,:,:,:,:,:,:,:,:,:,:,562,:,:,:,:,:,:,:,:,:,:,:,0,:,5506,:,:,:,:,:,5920,:,2794,:,:,1415.44,:,:,:,:,:,:,1024,:,:,:,:,:,:,:,:,:,301.4,3049,1155.72,950,:,:,:,:,:,:,:,:,2028.44,3713.05,:,:,:,140,:,:,:,:,:,:,:,:,:,:,:,:,900.54,:,:,1312.07,:,:,0,:,:,3659.83,:,:,:,:,:,:,:,:,:,:,200,:,:,2086.44,:,:,:,:,:,1057.16,1073,:,:,:
Long term,Age 65 to 74,Physical support,Community: home care,Income: client contributions,:,0,:,96.5,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,221.46,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,113,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,74.25,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,8,:,:,:,:,:,:,:,:,:,:,:,:,147.78,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,186.87,0,:,:,:
Long term,Age 65 to 74,Physical support,Community: home care,Income: joint arrangements,:,2,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 65 to 74,Physical support,Community: home care,Income: Income from NHS,:,0,:,76.8,:,:,:,:,:,:,:,:,20,:,:,:,:,:,:,:,3067,0,:,109.09,:,:,:,:,:,:,:,:,:,:,185,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,1060,:,:,:,22,:,437,:,411,:,:,21.81,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,35.9,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,7.4,:,:,:,:,:,:,:,:,:,:,6,:,:,21.47,:,:,:,:,:,0,53,:,:,:
